,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransformedPrice
802,803,60,4,8199,1,2,1,3,0,0,1,23,7,6,1,3,7,5,2005,2005,0,5,11,11,3,0.0,3,2,0,1,3,4,6,648,5,0,80,728,3,4,1,4,728,728,0,1456,1,0,2,1,3,1,3,7,5,1,1,0,2005.0,3,2,410,3,3,2,36,18,0,0,0,0,3,1,0,0,10,2008,2,0,189000,12.14950229404178
803,804,60,4,13891,1,2,1,3,0,0,1,21,7,6,1,3,9,5,2008,2009,2,5,12,12,2,424.0,2,2,0,4,3,1,5,0,5,0,1734,1734,3,4,1,4,1734,1088,0,2822,0,0,3,1,4,1,2,12,5,1,1,4,2009.0,0,3,1020,3,3,2,52,170,0,0,192,0,3,1,0,0,1,2009,5,2,582933,13.275827535915461
804,805,20,4,9000,1,2,1,3,0,0,1,0,7,6,1,6,5,5,1954,1954,0,5,5,5,3,0.0,0,2,2,3,3,3,4,812,5,0,124,936,3,2,1,4,1128,0,0,1128,0,0,1,0,2,1,0,5,1,0,2,0,1954.0,1,1,286,3,3,2,0,0,0,0,0,0,3,0,0,0,6,2006,2,5,118000,11.678439903447801
805,806,20,4,12274,1,2,3,3,0,2,1,12,7,6,1,6,7,5,2008,2008,0,5,12,12,2,256.0,3,2,0,1,3,3,5,0,5,0,1417,1417,3,4,1,4,1428,0,0,1428,0,0,2,0,3,1,2,6,5,0,2,0,2008.0,0,2,554,3,3,2,0,60,0,0,0,0,3,1,0,0,7,2008,5,2,227680,12.33569641332368
806,807,80,4,9750,1,2,1,3,0,0,1,0,7,6,1,7,5,5,1967,1967,0,5,12,12,3,0.0,0,2,0,3,3,4,1,400,3,480,100,980,3,1,1,4,980,0,0,980,0,0,2,0,3,1,0,6,5,0,2,0,1967.0,3,1,384,3,3,2,68,0,0,0,0,0,3,1,0,0,10,2006,2,0,135500,11.816726919301892
807,808,70,4,21384,1,2,1,3,0,0,1,8,7,6,1,3,5,6,1923,2004,0,5,5,5,3,0.0,0,2,2,3,3,1,6,1309,5,0,15,1324,3,4,1,4,1072,504,0,1576,2,0,1,1,3,1,3,6,5,1,3,0,1923.0,0,2,528,3,3,2,0,312,0,0,0,0,3,1,0,0,5,2009,2,0,223500,12.31716669303576
808,809,80,4,13400,1,2,1,3,0,0,1,0,7,6,1,7,5,5,1966,1966,0,5,12,12,0,1047.0,0,2,2,3,3,4,1,516,0,128,380,1024,3,2,1,4,1086,0,0,1086,1,0,1,0,3,1,0,6,5,1,1,0,1966.0,0,2,484,3,3,2,0,0,0,0,0,0,3,0,0,0,6,2006,2,0,159950,11.982616545377663
809,810,75,1,8100,1,2,1,3,0,3,1,17,7,6,1,2,5,5,1898,1965,2,5,3,3,3,0.0,0,2,0,3,3,3,5,0,5,0,849,849,3,2,0,3,1075,1063,0,2138,0,0,2,0,2,3,0,11,5,0,2,6,1910.0,1,2,360,0,4,0,40,156,0,0,0,0,3,3,0,0,11,2009,2,0,106000,11.571194373094205
810,811,20,4,10140,1,2,1,3,0,0,1,18,7,6,1,6,6,6,1974,1999,2,5,2,2,0,99.0,0,2,2,3,3,3,1,663,4,377,0,1040,3,0,1,4,1309,0,0,1309,1,0,1,1,3,1,3,5,5,1,0,0,1974.0,0,2,484,3,3,2,265,0,0,0,0,648,1,4,0,0,1,2006,2,0,181000,12.106252310247962
811,812,120,1,4438,1,2,1,3,0,0,1,23,7,6,4,6,6,5,2004,2004,0,5,12,12,0,169.0,3,2,0,1,3,1,6,662,5,0,186,848,3,4,1,4,848,0,0,848,1,0,1,0,1,1,3,4,5,1,1,0,2004.0,3,2,420,3,3,2,140,0,0,0,0,0,3,1,0,0,6,2008,8,0,144500,11.881034786534624
812,813,20,2,8712,0,2,1,2,0,0,2,20,7,6,1,6,5,5,1952,1952,2,5,5,5,3,0.0,1,2,2,3,3,4,5,0,5,0,540,540,3,2,0,3,1044,0,0,1044,0,0,1,0,2,1,1,4,5,0,2,1,1952.0,1,2,504,3,3,0,0,0,0,0,0,0,3,1,2,54,6,2010,2,4,55993,10.932981961904135
813,814,20,4,9750,1,2,1,3,0,0,1,0,7,6,1,6,6,6,1958,1958,0,5,6,6,0,243.0,0,2,2,3,3,3,3,608,5,0,834,1442,3,1,1,4,1442,0,0,1442,0,0,1,1,4,1,0,7,5,0,2,0,1958.0,0,1,301,3,3,2,0,0,275,0,0,0,3,1,2,500,4,2007,7,0,157900,11.969717200243734
814,815,50,4,8248,1,0,1,3,0,0,1,14,7,6,1,4,5,7,1918,1950,0,5,0,1,3,0.0,0,2,3,3,3,3,5,0,5,0,686,686,5,1,1,4,686,564,0,1250,0,1,1,1,3,1,1,7,5,0,2,6,1955.0,1,1,280,3,3,1,207,0,96,0,0,0,3,1,0,0,7,2006,2,0,116000,11.661345470088502
815,816,20,4,12137,1,2,2,3,0,4,1,23,7,6,1,6,7,5,1998,1998,0,5,12,12,0,442.0,0,2,0,1,3,3,5,0,5,0,1649,1649,3,4,1,4,1661,0,0,1661,0,0,2,0,3,1,3,6,5,0,2,0,1998.0,0,2,598,3,3,2,0,34,0,0,0,0,3,1,0,0,5,2010,2,0,224900,12.323411137947407
816,817,20,4,11425,1,2,3,3,0,3,1,0,7,6,1,6,5,6,1954,1954,0,5,8,9,3,0.0,0,2,2,3,3,3,0,486,5,0,522,1008,3,1,1,4,1008,0,0,1008,0,0,1,0,2,1,0,4,5,1,1,0,1954.0,0,1,275,3,3,2,0,0,120,0,0,0,3,1,0,0,7,2006,2,0,137000,11.827736204810263
817,818,20,4,13265,1,2,3,3,0,4,1,9,7,6,1,6,8,5,2002,2002,2,5,10,0,0,148.0,3,2,0,1,3,3,6,1218,5,0,350,1568,3,4,1,4,1689,0,0,1689,1,0,2,0,3,1,3,7,5,2,1,0,2002.0,0,3,857,3,3,2,150,59,0,0,0,0,3,1,0,0,7,2008,2,0,271000,12.509874099861838
818,819,80,4,8816,1,2,1,3,0,0,1,10,7,6,1,7,6,7,1971,1971,0,5,2,2,0,80.0,0,2,2,3,3,4,6,504,5,0,506,1010,3,1,1,4,1052,0,0,1052,1,0,1,0,3,1,0,6,5,0,2,0,1971.0,1,2,440,3,3,2,0,0,0,0,0,0,3,3,0,0,6,2010,2,0,155000,11.951180395901384
819,820,120,4,6371,1,2,3,3,0,0,1,21,7,6,4,6,7,5,2009,2010,0,5,12,12,2,128.0,3,2,0,1,3,0,6,733,5,0,625,1358,3,4,1,4,1358,0,0,1358,1,0,2,0,2,1,3,6,5,1,1,0,2010.0,0,2,484,3,3,2,192,35,0,0,0,0,3,1,0,0,6,2010,5,2,224000,12.319401330837177
820,821,60,4,7226,1,2,3,3,0,4,1,23,7,6,1,3,7,5,2003,2003,0,5,12,12,3,0.0,3,2,0,1,3,3,5,0,5,0,798,798,3,4,1,4,798,842,0,1640,0,0,2,1,3,1,3,6,5,0,2,0,2003.0,0,2,595,3,3,2,0,45,0,0,0,0,3,1,0,0,6,2008,2,0,183000,12.117241431823558
821,822,20,1,6000,1,1,1,2,0,0,2,17,7,6,0,6,4,4,1953,1953,0,5,6,6,3,0.0,1,2,2,0,3,3,5,0,5,0,936,936,3,2,0,4,936,0,0,936,0,0,1,0,2,1,0,4,4,0,2,6,1974.0,1,2,576,3,3,2,0,32,112,0,0,0,3,1,0,0,2,2009,2,0,93000,11.440354772135393
822,823,60,4,12394,1,2,3,3,0,3,1,19,7,6,1,3,7,5,2003,2003,0,5,12,12,3,0.0,3,2,0,1,3,1,5,0,5,0,847,847,3,4,1,4,847,886,0,1733,0,0,2,1,3,1,3,7,5,1,1,4,2003.0,3,2,433,3,3,2,100,48,0,0,0,0,3,1,0,0,10,2007,2,5,225000,12.323855681186558
823,824,50,4,9900,1,2,1,3,0,0,1,5,7,6,1,4,6,7,1940,1950,0,5,12,12,3,0.0,0,2,3,3,3,3,5,0,5,0,778,778,3,2,1,4,944,545,0,1489,0,0,2,0,3,1,0,7,5,1,1,6,1940.0,1,1,240,3,3,2,335,0,0,0,0,0,3,0,0,0,7,2009,2,0,139500,11.845819880243557
824,825,20,3,11216,1,2,1,3,0,0,1,12,7,6,1,6,8,5,2006,2006,0,5,12,12,3,0.0,3,2,0,1,1,3,5,0,5,0,1489,1489,3,4,1,4,1489,0,0,1489,0,0,2,0,3,1,3,7,5,1,1,0,2006.0,0,2,776,3,3,2,0,140,0,0,0,0,3,1,0,0,6,2006,5,2,232600,12.3570755190667
825,826,20,4,14803,1,2,1,3,0,0,1,21,8,7,1,6,10,5,2007,2008,2,5,10,0,0,816.0,2,2,0,4,3,4,6,1636,5,0,442,2078,3,4,1,4,2084,0,0,2084,1,0,2,0,2,1,2,7,5,1,1,0,2007.0,3,3,1220,3,3,2,188,45,0,0,0,0,3,1,0,0,6,2008,5,2,385000,12.86099861326992
826,827,45,1,6130,1,2,1,3,0,0,1,8,7,6,1,5,5,6,1924,1950,0,5,6,6,3,0.0,0,2,3,3,3,3,1,784,5,0,0,784,3,1,1,4,784,0,0,784,1,0,1,0,2,1,3,5,5,0,2,2,1980.0,2,0,0,2,2,2,0,0,116,0,0,0,3,1,0,0,5,2008,2,0,109500,11.603679828238693
827,828,20,4,8529,1,2,3,3,0,0,1,2,7,6,1,6,7,5,2001,2001,0,5,12,12,3,0.0,3,2,0,1,3,3,6,20,5,0,1434,1454,3,4,1,4,1434,0,0,1434,0,0,2,0,3,1,3,6,5,1,3,0,2001.0,0,2,527,3,3,2,290,39,0,0,0,0,3,1,0,0,4,2009,2,0,189000,12.14950229404178
828,829,60,4,28698,1,2,2,1,0,4,0,10,7,6,1,3,5,5,1967,1967,5,0,14,15,3,0.0,0,2,0,3,1,1,4,249,1,764,0,1013,3,2,1,4,1160,966,0,2126,0,1,2,1,3,1,0,7,4,0,2,0,1967.0,3,2,538,3,3,2,486,0,0,0,225,0,3,1,0,0,6,2009,2,3,185000,12.128111104060462
829,830,160,3,2544,1,1,1,3,0,0,1,12,7,6,2,3,7,5,2005,2005,0,5,6,6,3,0.0,3,2,0,1,3,3,5,0,5,0,600,600,3,4,1,4,520,623,80,1223,0,0,2,1,2,1,3,4,5,0,2,6,2005.0,0,2,480,3,3,2,0,166,0,0,0,0,3,1,0,0,7,2006,2,0,147400,11.900905258737373
830,831,20,4,11900,1,2,3,3,0,3,1,0,7,6,1,6,6,5,1957,1957,0,5,2,2,0,387.0,0,2,2,3,3,3,3,1040,5,0,352,1392,3,2,1,3,1392,0,0,1392,1,0,1,1,3,1,0,6,5,2,1,0,1957.0,0,2,458,3,3,2,0,0,0,0,192,0,3,1,0,0,6,2008,2,0,166000,12.01974306733868
831,832,160,3,3180,1,1,1,3,0,0,1,12,7,6,4,3,7,5,2005,2005,0,5,6,6,3,0.0,0,2,0,1,3,3,5,0,5,0,600,600,3,4,1,4,520,600,80,1200,0,0,2,1,2,1,3,4,5,0,2,6,2005.0,0,2,480,3,3,2,0,166,0,0,0,0,3,1,0,0,6,2006,2,0,151000,11.925035115797062
832,833,60,4,9548,1,2,3,3,0,4,1,23,7,6,1,3,7,6,2003,2003,0,5,12,12,0,223.0,3,2,0,1,3,3,6,483,5,0,458,941,3,4,1,4,941,888,0,1829,1,0,2,1,3,1,3,7,5,1,3,0,2003.0,0,2,613,3,3,2,192,39,0,0,0,0,3,1,0,0,1,2010,2,0,237000,12.375815420117268
833,834,20,4,10004,1,2,1,3,0,0,1,0,7,6,1,6,6,6,1964,1964,0,5,2,15,0,180.0,0,2,2,3,3,3,3,196,0,345,975,1516,3,2,1,4,1516,0,0,1516,0,0,1,1,3,1,0,6,5,0,2,0,1964.0,0,2,472,3,3,2,0,0,0,0,152,0,3,1,0,0,2,2009,2,0,167000,12.025749091398891
834,835,20,4,7875,1,2,1,3,0,0,1,0,7,6,1,6,5,6,1961,1961,0,5,12,12,0,136.0,0,2,2,3,3,3,3,572,5,0,572,1144,3,1,1,4,1144,0,0,1144,1,0,1,0,3,1,0,6,5,0,2,0,1961.0,1,2,456,3,3,2,0,0,0,0,0,0,3,0,0,0,9,2008,2,0,139950,11.8490404949436
835,836,20,4,9600,1,2,1,3,0,0,1,24,7,6,1,6,4,7,1950,1995,0,5,12,2,3,0.0,0,2,2,1,3,3,0,442,5,0,625,1067,3,2,1,4,1067,0,0,1067,0,0,2,0,2,1,3,4,4,0,2,0,1996.0,1,2,436,3,3,2,290,0,0,0,0,0,3,1,0,0,2,2010,2,0,128000,11.759785542901755
836,837,30,1,8100,1,1,1,3,0,0,1,17,7,6,1,6,5,6,1948,1973,0,5,12,12,3,0.0,0,2,3,3,3,3,3,338,5,0,1221,1559,3,1,1,4,1559,0,0,1559,1,0,1,0,2,1,0,5,4,0,2,6,1948.0,1,2,812,3,3,2,0,116,230,0,0,0,3,0,0,0,6,2007,7,0,153500,11.941455846009388
837,838,160,1,1680,1,2,1,3,0,0,1,13,7,6,2,3,6,5,1973,1973,0,5,2,2,0,158.0,0,2,2,3,3,3,0,330,5,0,153,483,3,2,1,4,483,504,0,987,1,0,1,1,2,1,0,5,5,0,2,6,1973.0,1,1,264,3,3,2,0,0,0,0,0,0,3,1,0,0,11,2008,2,0,100000,11.512925464970229
838,839,20,4,9525,1,2,1,3,0,0,1,23,7,6,1,6,5,6,1995,2006,0,5,12,12,3,0.0,0,2,0,1,3,3,5,0,5,0,1099,1099,3,4,1,4,1099,0,0,1099,0,0,1,1,3,1,3,6,5,0,2,0,1999.0,1,1,352,3,3,2,278,0,0,0,0,0,3,1,0,0,6,2008,2,0,144000,11.877568578558138
839,840,50,4,11767,1,2,1,3,0,0,1,14,7,6,1,4,5,6,1946,1995,0,5,6,6,3,0.0,0,2,2,3,3,3,0,352,5,0,416,768,3,4,1,4,768,432,0,1200,0,0,1,0,3,1,0,6,5,0,2,6,1946.0,1,1,240,3,3,2,0,0,0,0,0,0,3,1,0,0,5,2008,2,0,130500,11.779128505744886
840,841,70,0,12155,1,2,3,3,0,0,1,5,7,6,1,3,6,8,1925,1950,0,5,5,5,3,0.0,0,2,3,3,3,3,0,156,5,0,516,672,3,2,0,4,810,672,0,1482,0,0,2,0,4,1,1,7,5,0,2,6,1934.0,1,1,400,3,3,1,0,0,254,0,0,0,3,1,0,0,3,2008,2,0,140000,11.84939770159144
841,842,70,1,10440,1,0,1,3,0,0,1,17,7,6,1,3,5,8,1904,2002,0,5,6,6,3,0.0,0,2,0,3,3,3,5,0,5,0,650,650,3,1,1,4,958,581,0,1539,0,0,2,0,3,1,3,8,5,1,4,6,1983.0,1,2,686,1,3,1,70,78,68,0,0,0,3,1,0,0,6,2008,2,0,157500,11.967180737247824
842,843,80,4,9020,1,2,1,3,0,0,1,0,7,6,1,7,6,7,1966,1966,0,5,2,2,0,183.0,0,2,2,3,3,1,3,312,1,539,276,1127,3,2,1,4,1165,0,0,1165,1,0,1,1,3,1,0,6,5,0,2,0,1966.0,0,2,490,1,1,2,0,129,0,0,0,0,3,4,0,0,5,2008,2,0,174900,12.071969661006694
843,844,90,4,8000,1,2,1,3,0,3,1,0,2,6,3,6,5,4,1961,1961,0,5,8,9,3,0.0,0,2,2,3,3,3,5,0,5,0,1800,1800,3,4,0,4,1800,0,0,1800,0,0,2,0,6,2,0,10,5,0,2,2,1980.0,2,0,0,2,2,2,0,0,0,0,0,0,3,1,0,0,7,2007,2,0,141000,11.856515169360305
844,845,50,1,12665,1,0,3,3,0,0,1,17,2,6,1,4,5,8,1915,1950,0,5,5,5,3,0.0,0,2,3,3,3,0,5,0,5,0,876,876,3,1,1,4,876,540,0,1416,0,0,1,1,4,1,0,7,5,1,1,6,1949.0,1,3,720,3,3,2,418,0,194,0,0,0,3,1,0,0,6,2008,2,0,153900,11.94405831982697
845,846,85,4,16647,1,2,3,3,0,4,1,24,0,6,1,0,5,5,1975,1981,0,5,2,2,3,0.0,0,2,2,1,3,1,1,1390,5,0,0,1390,3,2,1,4,1701,0,0,1701,1,0,2,0,3,1,0,6,4,2,3,1,1975.0,3,2,611,3,3,2,0,0,0,0,0,0,3,1,0,0,1,2007,2,0,171000,12.049418835484797
846,847,60,4,9317,1,2,1,3,0,0,1,2,7,6,1,3,7,5,1993,1993,0,5,2,2,0,137.0,3,2,0,1,3,3,1,513,5,0,227,740,3,4,1,4,1006,769,0,1775,1,0,2,1,3,1,3,7,5,1,3,0,1993.0,1,2,425,3,3,2,234,72,192,0,0,0,3,1,0,0,7,2009,2,0,213000,12.269047444691562
847,848,20,4,15523,1,2,3,3,0,4,1,23,7,6,1,6,5,6,1972,1972,0,5,2,15,3,0.0,0,2,2,3,3,4,0,460,5,0,404,864,3,4,1,4,864,0,0,864,1,0,1,0,3,1,0,5,5,1,0,0,1972.0,1,1,338,3,3,2,0,0,0,0,0,0,3,1,0,0,8,2009,2,0,133500,11.801856756822442
848,849,50,4,45600,1,2,2,2,0,0,1,10,7,6,1,4,6,8,1908,1997,0,5,5,5,3,0.0,0,2,3,3,3,3,5,0,5,0,907,907,3,2,1,4,1307,1051,0,2358,0,0,3,0,5,1,0,10,5,1,1,6,1908.0,1,2,360,0,3,2,486,40,0,0,175,0,3,1,0,0,9,2008,2,0,240000,12.388394202324129
849,850,80,4,9600,1,2,1,3,0,2,1,4,3,6,1,7,6,7,1976,1994,2,5,14,15,0,360.0,3,1,2,3,3,3,5,0,5,0,528,528,3,4,1,4,1094,761,0,1855,0,0,2,1,3,1,0,7,5,1,3,0,1976.0,0,2,512,3,3,2,113,100,0,0,0,0,3,1,0,0,8,2007,2,0,187000,12.138863895836725
850,851,120,1,4435,1,2,1,3,0,0,1,23,7,6,4,6,6,5,2003,2003,0,5,12,12,0,170.0,3,2,0,1,3,4,6,659,5,0,189,848,3,4,1,4,848,0,0,848,1,0,1,0,1,1,3,3,5,0,2,0,2003.0,3,2,420,3,3,2,140,0,0,0,0,0,3,1,0,0,11,2007,2,0,131500,11.786762130599957
851,852,120,4,3196,1,2,1,3,0,0,1,22,7,6,4,6,8,5,2003,2003,0,5,12,12,0,40.0,3,2,0,1,3,1,5,0,5,0,1273,1273,3,4,1,4,1456,0,0,1456,0,0,2,0,2,1,3,7,5,1,3,0,2003.0,3,2,400,3,3,2,143,20,0,0,0,0,3,1,0,0,5,2006,2,0,215000,12.2783933071098
852,853,75,4,7128,1,2,1,3,0,0,1,7,7,6,1,2,7,5,1941,1950,0,5,6,6,3,0.0,0,1,2,3,3,3,3,364,5,0,554,918,3,1,1,4,918,728,0,1646,0,0,2,0,4,1,0,7,5,2,1,6,1941.0,1,1,240,3,3,2,0,0,0,0,126,0,3,3,0,0,8,2007,2,0,164000,12.007621706806335
853,854,80,4,12095,1,2,3,3,0,3,1,0,7,6,1,7,6,6,1964,1964,0,5,6,2,0,115.0,0,1,2,3,3,1,3,564,5,0,563,1127,3,2,1,4,1445,0,0,1445,0,0,1,1,3,1,0,7,5,1,0,0,1964.0,0,2,645,3,3,2,180,0,0,0,0,0,3,3,0,0,8,2009,2,0,158000,11.970350312009105
854,855,20,4,17920,1,2,1,3,0,0,1,24,7,6,1,6,5,4,1955,1974,2,5,5,15,3,0.0,0,2,2,3,3,0,1,306,3,1085,372,1763,3,2,1,4,1779,0,0,1779,1,0,1,1,3,1,0,6,5,1,1,0,1955.0,1,2,454,3,3,2,0,418,0,0,312,0,3,1,0,0,7,2006,2,3,170000,12.043553716032399
855,856,20,4,6897,1,2,3,3,0,3,1,24,7,6,1,6,5,8,1962,2010,0,5,2,2,3,0.0,0,1,2,3,3,3,1,659,5,0,381,1040,3,4,1,4,1040,0,0,1040,1,0,1,1,3,1,0,6,5,0,2,6,1962.0,1,1,260,3,3,2,0,104,0,0,0,0,3,1,0,0,4,2010,2,0,127000,11.751942365440728
856,857,80,4,10970,1,2,3,1,0,0,2,23,7,6,1,7,6,6,1978,1978,0,5,14,2,3,0.0,0,2,2,1,1,1,6,505,4,435,0,940,3,2,1,4,1026,0,0,1026,1,0,1,0,3,1,0,5,5,0,2,6,1981.0,1,2,576,3,0,2,0,0,34,0,0,0,3,3,0,0,10,2008,2,0,147000,11.898187865760873
857,858,60,4,8125,1,2,1,3,0,0,1,19,7,6,1,3,6,5,1994,1995,0,5,2,2,3,0.0,0,2,0,1,3,3,5,0,5,0,702,702,3,1,1,4,702,779,0,1481,0,0,2,1,3,1,0,6,5,1,3,0,1994.0,3,2,343,3,3,2,0,36,0,0,0,0,3,1,0,0,3,2009,2,0,174000,12.066810578196666
858,859,20,4,10400,1,2,1,3,0,0,1,18,7,6,1,6,7,5,1976,1976,0,5,2,2,0,189.0,0,2,2,1,3,3,5,0,5,0,1090,1090,3,2,1,4,1370,0,0,1370,0,0,2,0,3,1,0,6,5,1,3,0,1976.0,0,2,479,3,3,2,0,0,0,0,0,0,3,3,0,0,6,2009,2,5,152000,11.931635799828413
859,860,60,4,11029,1,2,3,3,0,3,1,18,4,6,1,3,6,7,1968,1984,0,5,2,2,0,220.0,0,2,2,3,3,0,0,619,5,0,435,1054,3,2,1,4,1512,1142,0,2654,1,0,2,1,4,1,3,9,5,1,1,0,1968.0,1,2,619,3,3,2,0,65,0,0,222,0,3,1,0,0,8,2006,2,0,250000,12.429216196844383
860,861,50,4,7642,1,2,1,3,0,3,1,7,7,6,1,4,7,8,1918,1998,0,5,5,5,3,0.0,3,2,3,3,3,3,5,0,5,0,912,912,3,1,1,4,912,514,0,1426,0,0,1,1,3,1,3,7,5,1,1,6,1925.0,1,1,216,3,3,2,0,240,0,0,0,0,3,4,0,0,6,2007,2,0,189950,12.154516158615772
861,862,190,4,11625,1,2,1,3,0,0,1,24,7,6,0,6,5,4,1965,1965,2,5,14,2,3,0.0,0,2,0,3,3,0,0,841,5,0,198,1039,3,4,1,4,1039,0,0,1039,1,0,1,1,3,1,0,6,5,0,2,0,1965.0,1,2,504,3,3,2,0,0,0,0,0,0,3,1,0,0,4,2010,2,0,131500,11.786762130599957
862,863,20,4,9672,1,2,1,3,0,3,1,2,7,6,1,6,6,5,1984,1985,2,5,2,15,3,0.0,0,2,0,1,3,3,6,338,5,0,702,1040,3,2,1,4,1097,0,0,1097,0,0,2,0,3,1,0,6,5,0,2,0,1986.0,1,2,480,3,3,2,0,0,0,0,0,0,3,4,0,0,5,2010,2,0,152000,11.931635799828413
863,864,20,4,7931,1,2,1,3,0,0,1,0,7,6,1,6,5,5,1959,1959,2,5,8,15,3,0.0,0,2,2,3,3,3,0,1148,5,0,0,1148,3,2,1,4,1148,0,0,1148,1,0,1,0,3,1,0,6,5,0,2,0,1959.0,1,1,672,3,3,2,0,0,0,0,0,0,3,4,0,0,7,2009,2,0,132500,11.794337924408413
864,865,20,3,8640,1,2,1,3,0,0,1,12,7,6,1,6,7,5,2007,2008,0,5,12,12,3,0.0,3,2,0,4,3,3,5,0,5,0,1372,1372,3,4,1,4,1372,0,0,1372,0,0,2,0,3,1,3,6,5,0,2,0,2008.0,3,2,529,3,3,2,0,140,0,0,0,0,3,1,0,0,5,2008,5,2,250580,12.431533509799543
865,866,20,4,8750,1,2,3,3,0,0,1,0,7,6,1,6,5,6,1970,1970,0,5,6,6,0,76.0,0,2,2,3,3,3,0,828,5,0,174,1002,3,2,1,4,1002,0,0,1002,1,0,1,0,3,1,0,5,5,0,2,6,1973.0,1,2,902,3,3,2,0,0,0,0,0,0,3,3,0,0,8,2009,2,0,148500,11.908340237224891
866,867,20,4,10656,1,2,3,0,0,0,1,6,7,6,1,6,8,5,2006,2007,0,5,12,12,2,274.0,3,2,0,1,3,4,5,0,5,0,1638,1638,3,4,1,4,1646,0,0,1646,0,0,2,0,3,1,3,6,5,1,1,0,2007.0,0,3,870,3,3,2,192,80,0,0,0,0,3,1,0,0,11,2007,5,2,248900,12.424806488355683
867,868,20,4,6970,1,2,1,3,0,3,1,24,3,6,1,6,4,5,1961,1961,0,5,12,12,3,0.0,0,2,2,3,3,3,1,932,5,0,108,1040,3,2,1,4,1120,0,0,1120,1,0,1,1,3,1,1,5,5,0,2,0,1961.0,0,2,544,3,3,2,168,0,0,0,0,0,3,1,2,400,5,2007,2,0,129000,11.76756768334381
868,869,60,4,14762,1,2,2,3,0,3,1,19,3,6,1,3,5,6,1948,1950,0,5,14,15,3,0.0,0,2,4,2,2,2,2,0,2,0,0,0,3,1,1,4,1547,720,53,2320,0,0,2,0,2,1,0,7,5,1,3,0,1979.0,1,2,672,3,3,1,120,144,0,0,0,0,3,1,0,0,5,2006,2,0,169000,12.037653993905211
869,870,60,4,9938,1,2,1,3,0,0,1,2,7,6,1,3,7,5,1993,1994,0,5,6,6,0,246.0,3,2,0,1,3,3,6,750,5,0,300,1050,3,4,1,4,1062,887,0,1949,1,0,2,1,3,1,3,8,5,1,3,0,1993.0,3,2,574,3,3,2,156,90,0,0,0,0,3,4,0,0,6,2010,2,0,236000,12.371587084007746
870,871,20,4,6600,1,2,1,3,0,0,1,0,8,6,1,6,5,5,1962,1962,2,5,6,6,3,0.0,0,2,2,3,3,3,5,0,5,0,894,894,3,1,0,4,894,0,0,894,0,0,1,0,2,1,0,5,5,0,2,6,1962.0,1,1,308,3,3,2,0,0,0,0,0,0,3,1,0,0,8,2009,2,0,109500,11.603679828238693
871,872,60,4,8750,1,2,1,3,0,0,1,23,7,6,1,3,6,5,1998,1998,0,5,12,12,0,116.0,0,2,0,1,3,3,6,505,5,0,299,804,3,4,1,4,804,878,0,1682,0,0,2,1,3,1,3,7,5,0,2,0,1998.0,0,2,523,3,3,2,0,77,0,0,0,0,3,1,0,0,6,2010,2,0,200500,12.20856952572876
872,873,20,4,8892,1,2,1,3,0,3,1,0,7,6,1,6,5,7,1953,1996,0,5,11,11,3,0.0,3,2,5,3,3,4,5,0,5,0,105,105,3,1,1,4,910,0,0,910,0,0,1,0,3,1,3,5,5,0,2,0,1953.0,1,2,414,3,3,2,196,0,150,0,0,0,3,0,0,0,10,2008,2,0,116000,11.661345470088502
873,874,40,4,12144,1,2,1,3,0,0,1,0,7,6,1,6,5,7,1949,1950,0,5,2,2,3,0.0,3,2,2,3,3,3,3,375,5,0,457,832,3,1,1,4,1036,0,232,1268,0,0,1,0,3,1,0,6,5,1,1,0,1949.0,1,1,288,3,3,2,0,28,0,0,0,0,3,1,4,0,9,2009,2,0,133000,11.79810440720389
874,875,50,1,5720,1,2,1,3,0,0,1,17,2,6,1,4,5,6,1941,1950,0,5,5,5,3,0.0,0,2,2,3,3,3,5,0,5,0,676,676,3,4,1,4,676,455,0,1131,0,0,1,1,3,1,0,5,5,0,2,6,1941.0,1,1,200,3,3,2,26,0,0,0,0,0,3,1,0,0,8,2009,2,3,66500,11.104957226643945
